forecast_date,origin_port,destination_port,vessel_class,transit_days,avg_speed_knots
2023-03-17,TANJUNG_BARA,DHAMRA,Supramax,8.4,12.5
2023-03-17,TANJUNG_BARA,PARADIP,Supramax,9.7,12.5
2023-03-17,HAY_POINT,VISAKHAPATNAM,Capesize,14.3,12.5
2023-03-17,BALIKPAPAN,KAMARAJAR,Supramax,7.1,12.5
2023-03-17,MAPUTO,VISAKHAPATNAM,Panamax,15.0,12.5
2023-03-18,NEWCASTLE,DHAMRA,Panamax,16.6,12.5
2023-03-18,TANJUNG_BARA,DHAMRA,Supramax,7.2,12.5
2023-03-18,TANJUNG_BARA,PARADIP,Supramax,9.0,12.5
2023-03-18,HAY_POINT,PARADIP,Capesize,15.3,12.5
2023-03-18,HAY_POINT,VISAKHAPATNAM,Capesize,14.0,12.5
2023-03-18,HAY_POINT,DHAMRA,Capesize,13.7,12.5
2023-03-18,BALIKPAPAN,KAMARAJAR,Supramax,7.6,12.5
2023-03-18,MAPUTO,VISAKHAPATNAM,Panamax,15.0,12.5
2023-03-18,RICHARDS_BAY,PARADIP,Capesize,14.8,12.5
2023-03-18,GLADSTONE,PARADIP,Panamax,15.2,12.5
2023-03-19,BALIKPAPAN,KAMARAJAR,Supramax,7.8,12.5
2023-03-19,TANJUNG_BARA,DHAMRA,Supramax,7.7,12.5
2023-03-19,HAY_POINT,PARADIP,Capesize,13.1,12.5
2023-03-19,TANJUNG_BARA,PARADIP,Supramax,8.7,12.5
2023-03-19,RICHARDS_BAY,PARADIP,Capesize,14.7,12.5
2023-03-19,MAPUTO,VISAKHAPATNAM,Panamax,15.0,12.5
2023-03-19,HAY_POINT,DHAMRA,Capesize,12.7,12.5
2023-03-19,GLADSTONE,PARADIP,Panamax,14.9,12.5
2023-03-19,NEWCASTLE,DHAMRA,Panamax,17.5,12.5
2023-03-19,HAY_POINT,VISAKHAPATNAM,Capesize,15.1,12.5
2023-03-20,MAPUTO,VISAKHAPATNAM,Panamax,15.0,12.5
2023-03-20,NEWCASTLE,DHAMRA,Panamax,15.4,12.5
2023-03-20,TANJUNG_BARA,PARADIP,Supramax,7.1,12.5
2023-03-20,TANJUNG_BARA,DHAMRA,Supramax,6.7,12.5
2023-03-20,GLADSTONE,PARADIP,Panamax,13.5,12.5
2023-03-20,HAY_POINT,PARADIP,Capesize,15.4,12.5
2023-03-20,BALIKPAPAN,KAMARAJAR,Supramax,7.1,12.5
2023-03-20,RICHARDS_BAY,PARADIP,Capesize,15.3,12.5
2023-03-20,HAY_POINT,DHAMRA,Capesize,14.2,12.5
2023-03-20,HAY_POINT,VISAKHAPATNAM,Capesize,14.2,12.5
2023-03-21,NEWCASTLE,DHAMRA,Panamax,16.5,12.5
2023-03-21,GLADSTONE,PARADIP,Panamax,15.4,12.5
2023-03-21,TANJUNG_BARA,DHAMRA,Supramax,7.2,12.5
2023-03-21,RICHARDS_BAY,PARADIP,Capesize,15.7,12.5
2023-03-21,HAY_POINT,VISAKHAPATNAM,Capesize,12.7,12.5
2023-03-21,HAY_POINT,PARADIP,Capesize,13.3,12.5
2023-03-21,TANJUNG_BARA,PARADIP,Supramax,7.4,12.5
2023-03-21,MAPUTO,VISAKHAPATNAM,Panamax,15.2,12.5
2023-03-21,BALIKPAPAN,KAMARAJAR,Supramax,6.9,12.5
2023-03-21,HAY_POINT,DHAMRA,Capesize,15.0,12.5
2023-03-22,TANJUNG_BARA,DHAMRA,Supramax,7.5,12.5
2023-03-22,GLADSTONE,PARADIP,Panamax,16.1,12.5
2023-03-22,HAY_POINT,VISAKHAPATNAM,Capesize,14.7,12.5
2023-03-22,NEWCASTLE,DHAMRA,Panamax,16.2,12.5
2023-03-22,RICHARDS_BAY,PARADIP,Capesize,14.9,12.5
2023-03-22,HAY_POINT,PARADIP,Capesize,14.2,12.5
2023-03-22,TANJUNG_BARA,PARADIP,Supramax,8.3,12.5
2023-03-22,BALIKPAPAN,KAMARAJAR,Supramax,8.6,12.5
2023-03-22,MAPUTO,VISAKHAPATNAM,Panamax,15.1,12.5
2023-03-22,HAY_POINT,DHAMRA,Capesize,13.5,12.5
2023-03-23,GLADSTONE,PARADIP,Panamax,14.9,12.5
2023-03-23,RICHARDS_BAY,PARADIP,Capesize,15.8,12.5
2023-03-23,NEWCASTLE,DHAMRA,Panamax,16.5,12.5
2023-03-23,MAPUTO,VISAKHAPATNAM,Panamax,14.0,12.5
2023-03-23,HAY_POINT,PARADIP,Capesize,13.8,12.5
2023-03-23,HAY_POINT,DHAMRA,Capesize,13.2,12.5
2023-03-23,TANJUNG_BARA,PARADIP,Supramax,7.5,12.5
2023-03-23,HAY_POINT,VISAKHAPATNAM,Capesize,14.0,12.5
2023-03-23,TANJUNG_BARA,DHAMRA,Supramax,8.0,12.5
2023-03-23,BALIKPAPAN,KAMARAJAR,Supramax,7.8,12.5
2023-03-24,HAY_POINT,DHAMRA,Capesize,14.1,12.5
2023-03-24,MAPUTO,VISAKHAPATNAM,Panamax,14.1,12.5
2023-03-24,GLADSTONE,PARADIP,Panamax,14.8,12.5
2023-03-24,RICHARDS_BAY,PARADIP,Capesize,15.1,12.5
2023-03-24,NEWCASTLE,DHAMRA,Panamax,16.2,12.5
2023-03-24,HAY_POINT,PARADIP,Capesize,14.5,12.5
2023-03-24,TANJUNG_BARA,PARADIP,Supramax,9.1,12.5
2023-03-24,TANJUNG_BARA,DHAMRA,Supramax,8.0,12.5
2023-03-24,BALIKPAPAN,KAMARAJAR,Supramax,6.6,12.5
2023-03-24,HAY_POINT,VISAKHAPATNAM,Capesize,13.7,12.5
2023-03-25,MAPUTO,VISAKHAPATNAM,Panamax,15.2,12.5
2023-03-25,NEWCASTLE,DHAMRA,Panamax,15.7,12.5
2023-03-25,BALIKPAPAN,KAMARAJAR,Supramax,7.6,12.5
2023-03-25,TANJUNG_BARA,PARADIP,Supramax,8.7,12.5
2023-03-25,HAY_POINT,DHAMRA,Capesize,14.3,12.5
2023-03-25,TANJUNG_BARA,DHAMRA,Supramax,7.0,12.5
2023-03-25,RICHARDS_BAY,PARADIP,Capesize,16.5,12.5
2023-03-25,GLADSTONE,PARADIP,Panamax,15.4,12.5
2023-03-25,HAY_POINT,PARADIP,Capesize,14.8,12.5
2023-03-25,HAY_POINT,VISAKHAPATNAM,Capesize,13.7,12.5
2023-03-26,BALIKPAPAN,KAMARAJAR,Supramax,7.7,12.5
2023-03-26,TANJUNG_BARA,PARADIP,Supramax,8.6,12.5
2023-03-26,TANJUNG_BARA,DHAMRA,Supramax,8.0,12.5
2023-03-26,RICHARDS_BAY,PARADIP,Capesize,15.1,12.5
2023-03-26,NEWCASTLE,DHAMRA,Panamax,14.9,12.5
2023-03-26,MAPUTO,VISAKHAPATNAM,Panamax,13.9,12.5
2023-03-26,HAY_POINT,VISAKHAPATNAM,Capesize,14.6,12.5
2023-03-26,GLADSTONE,PARADIP,Panamax,15.9,12.5
2023-03-26,HAY_POINT,PARADIP,Capesize,14.9,12.5
2023-03-26,HAY_POINT,DHAMRA,Capesize,15.3,12.5
2023-03-27,HAY_POINT,DHAMRA,Capesize,15.1,12.5
2023-03-27,GLADSTONE,PARADIP,Panamax,14.2,12.5
2023-03-27,HAY_POINT,PARADIP,Capesize,14.3,12.5
2023-03-27,HAY_POINT,VISAKHAPATNAM,Capesize,13.6,12.5
2023-03-27,BALIKPAPAN,KAMARAJAR,Supramax,7.7,12.5
2023-03-27,TANJUNG_BARA,DHAMRA,Supramax,8.3,12.5
2023-03-27,NEWCASTLE,DHAMRA,Panamax,16.3,12.5
2023-03-27,MAPUTO,VISAKHAPATNAM,Panamax,14.5,12.5
2023-03-27,RICHARDS_BAY,PARADIP,Capesize,14.8,12.5
2023-03-27,TANJUNG_BARA,PARADIP,Supramax,8.4,12.5
2023-03-28,HAY_POINT,PARADIP,Capesize,14.6,12.5
2023-03-28,HAY_POINT,DHAMRA,Capesize,13.9,12.5
2023-03-28,NEWCASTLE,DHAMRA,Panamax,15.9,12.5
2023-03-28,TANJUNG_BARA,DHAMRA,Supramax,9.3,12.5
2023-03-28,MAPUTO,VISAKHAPATNAM,Panamax,13.4,12.5
2023-03-28,TANJUNG_BARA,PARADIP,Supramax,6.8,12.5
2023-03-28,BALIKPAPAN,KAMARAJAR,Supramax,6.4,12.5
2023-03-28,HAY_POINT,VISAKHAPATNAM,Capesize,14.8,12.5
2023-03-28,GLADSTONE,PARADIP,Panamax,14.3,12.5
2023-03-28,RICHARDS_BAY,PARADIP,Capesize,16.0,12.5
2023-03-29,GLADSTONE,PARADIP,Panamax,14.4,12.5
2023-03-29,TANJUNG_BARA,PARADIP,Supramax,8.3,12.5
2023-03-29,BALIKPAPAN,KAMARAJAR,Supramax,8.0,12.5
2023-03-29,RICHARDS_BAY,PARADIP,Capesize,15.2,12.5
2023-03-29,TANJUNG_BARA,DHAMRA,Supramax,7.2,12.5
2023-03-29,HAY_POINT,PARADIP,Capesize,13.7,12.5
2023-03-29,HAY_POINT,VISAKHAPATNAM,Capesize,13.6,12.5
2023-03-29,NEWCASTLE,DHAMRA,Panamax,16.7,12.5
2023-03-29,HAY_POINT,DHAMRA,Capesize,14.1,12.5
2023-03-29,MAPUTO,VISAKHAPATNAM,Panamax,14.5,12.5
2023-03-30,RICHARDS_BAY,PARADIP,Capesize,15.1,12.5
2023-03-30,HAY_POINT,PARADIP,Capesize,14.5,12.5
2023-03-30,HAY_POINT,VISAKHAPATNAM,Capesize,13.2,12.5
2023-03-30,BALIKPAPAN,KAMARAJAR,Supramax,7.4,12.5
2023-03-30,TANJUNG_BARA,PARADIP,Supramax,8.5,12.5
2023-03-30,MAPUTO,VISAKHAPATNAM,Panamax,15.3,12.5
2023-03-30,TANJUNG_BARA,DHAMRA,Supramax,8.2,12.5
2023-03-30,HAY_POINT,DHAMRA,Capesize,14.8,12.5
2023-03-30,NEWCASTLE,DHAMRA,Panamax,16.0,12.5
2023-03-30,GLADSTONE,PARADIP,Panamax,16.0,12.5
2023-03-31,NEWCASTLE,DHAMRA,Panamax,15.1,12.5
2023-03-31,TANJUNG_BARA,DHAMRA,Supramax,7.8,12.5
2023-03-31,HAY_POINT,DHAMRA,Capesize,13.5,12.5
2023-03-31,HAY_POINT,VISAKHAPATNAM,Capesize,12.6,12.5
2023-03-31,GLADSTONE,PARADIP,Panamax,15.7,12.5
2023-03-31,HAY_POINT,PARADIP,Capesize,13.9,12.5
2023-03-31,RICHARDS_BAY,PARADIP,Capesize,14.6,12.5
2023-03-31,MAPUTO,VISAKHAPATNAM,Panamax,15.6,12.5
2023-03-31,TANJUNG_BARA,PARADIP,Supramax,8.2,12.5
2023-03-31,BALIKPAPAN,KAMARAJAR,Supramax,8.4,12.5
2023-04-01,TANJUNG_BARA,PARADIP,Supramax,8.4,12.5
2023-04-01,BALIKPAPAN,KAMARAJAR,Supramax,8.2,12.5
2023-04-01,HAY_POINT,VISAKHAPATNAM,Capesize,14.6,12.5
2023-04-01,GLADSTONE,PARADIP,Panamax,15.0,12.5
2023-04-01,MAPUTO,VISAKHAPATNAM,Panamax,14.6,12.5
2023-04-01,NEWCASTLE,DHAMRA,Panamax,16.1,12.5
2023-04-01,HAY_POINT,DHAMRA,Capesize,13.5,12.5
2023-04-01,RICHARDS_BAY,PARADIP,Capesize,15.6,12.5
2023-04-01,TANJUNG_BARA,DHAMRA,Supramax,7.6,12.5
2023-04-01,HAY_POINT,PARADIP,Capesize,14.4,12.5
2023-04-02,TANJUNG_BARA,PARADIP,Supramax,8.9,12.5
2023-04-02,MAPUTO,VISAKHAPATNAM,Panamax,15.0,12.5
2023-04-02,GLADSTONE,PARADIP,Panamax,16.3,12.5
2023-04-02,HAY_POINT,DHAMRA,Capesize,14.0,12.5
2023-04-02,HAY_POINT,VISAKHAPATNAM,Capesize,13.2,12.5
2023-04-02,TANJUNG_BARA,DHAMRA,Supramax,7.9,12.5
2023-04-02,BALIKPAPAN,KAMARAJAR,Supramax,7.2,12.5
2023-04-02,NEWCASTLE,DHAMRA,Panamax,15.5,12.5
2023-04-02,RICHARDS_BAY,PARADIP,Capesize,15.5,12.5
2023-04-02,HAY_POINT,PARADIP,Capesize,15.0,12.5
2023-04-03,HAY_POINT,PARADIP,Capesize,13.7,12.5
2023-04-03,BALIKPAPAN,KAMARAJAR,Supramax,7.2,12.5
2023-04-03,MAPUTO,VISAKHAPATNAM,Panamax,13.7,12.5
2023-04-03,TANJUNG_BARA,PARADIP,Supramax,7.8,12.5
2023-04-03,GLADSTONE,PARADIP,Panamax,15.6,12.5
2023-04-03,RICHARDS_BAY,PARADIP,Capesize,14.9,12.5
2023-04-03,HAY_POINT,VISAKHAPATNAM,Capesize,14.1,12.5
2023-04-03,NEWCASTLE,DHAMRA,Panamax,15.8,12.5
2023-04-03,HAY_POINT,DHAMRA,Capesize,14.4,12.5
2023-04-03,TANJUNG_BARA,DHAMRA,Supramax,5.3,12.5
2023-04-04,HAY_POINT,DHAMRA,Capesize,13.4,12.5
2023-04-04,HAY_POINT,PARADIP,Capesize,13.4,12.5
2023-04-04,HAY_POINT,VISAKHAPATNAM,Capesize,15.1,12.5
2023-04-04,BALIKPAPAN,KAMARAJAR,Supramax,6.4,12.5
2023-04-04,MAPUTO,VISAKHAPATNAM,Panamax,15.7,12.5
2023-04-04,NEWCASTLE,DHAMRA,Panamax,16.2,12.5
2023-04-04,TANJUNG_BARA,DHAMRA,Supramax,7.4,12.5
2023-04-04,GLADSTONE,PARADIP,Panamax,14.5,12.5
2023-04-04,RICHARDS_BAY,PARADIP,Capesize,15.4,12.5
2023-04-04,TANJUNG_BARA,PARADIP,Supramax,7.6,12.5
2023-04-05,TANJUNG_BARA,PARADIP,Supramax,9.3,12.5
2023-04-05,HAY_POINT,VISAKHAPATNAM,Capesize,13.4,12.5
2023-04-05,TANJUNG_BARA,DHAMRA,Supramax,7.7,12.5
2023-04-05,GLADSTONE,PARADIP,Panamax,15.4,12.5
2023-04-05,MAPUTO,VISAKHAPATNAM,Panamax,14.7,12.5
2023-04-05,BALIKPAPAN,KAMARAJAR,Supramax,8.0,12.5
2023-04-05,HAY_POINT,PARADIP,Capesize,13.8,12.5
2023-04-05,RICHARDS_BAY,PARADIP,Capesize,15.6,12.5
2023-04-05,NEWCASTLE,DHAMRA,Panamax,15.8,12.5
2023-04-05,HAY_POINT,DHAMRA,Capesize,14.3,12.5
2023-04-06,TANJUNG_BARA,PARADIP,Supramax,8.9,12.5
2023-04-06,HAY_POINT,PARADIP,Capesize,14.7,12.5
2023-04-06,HAY_POINT,DHAMRA,Capesize,14.1,12.5
2023-04-06,TANJUNG_BARA,DHAMRA,Supramax,7.5,12.5
2023-04-06,RICHARDS_BAY,PARADIP,Capesize,16.4,12.5
2023-04-06,GLADSTONE,PARADIP,Panamax,14.8,12.5
2023-04-06,NEWCASTLE,DHAMRA,Panamax,17.2,12.5
2023-04-06,MAPUTO,VISAKHAPATNAM,Panamax,14.5,12.5
2023-04-06,BALIKPAPAN,KAMARAJAR,Supramax,7.4,12.5
2023-04-06,HAY_POINT,VISAKHAPATNAM,Capesize,14.6,12.5
2023-04-07,BALIKPAPAN,KAMARAJAR,Supramax,7.2,12.5
2023-04-07,TANJUNG_BARA,PARADIP,Supramax,7.3,12.5
2023-04-07,MAPUTO,VISAKHAPATNAM,Panamax,13.9,12.5
2023-04-07,HAY_POINT,PARADIP,Capesize,15.3,12.5
2023-04-07,GLADSTONE,PARADIP,Panamax,15.2,12.5
2023-04-07,HAY_POINT,DHAMRA,Capesize,13.4,12.5
2023-04-07,TANJUNG_BARA,DHAMRA,Supramax,7.6,12.5
2023-04-07,NEWCASTLE,DHAMRA,Panamax,14.9,12.5
2023-04-07,HAY_POINT,VISAKHAPATNAM,Capesize,15.8,12.5
2023-04-07,RICHARDS_BAY,PARADIP,Capesize,14.6,12.5
2023-04-08,MAPUTO,VISAKHAPATNAM,Panamax,14.4,12.5
2023-04-08,HAY_POINT,PARADIP,Capesize,14.2,12.5
2023-04-08,RICHARDS_BAY,PARADIP,Capesize,14.4,12.5
2023-04-08,TANJUNG_BARA,PARADIP,Supramax,7.2,12.5
2023-04-08,NEWCASTLE,DHAMRA,Panamax,16.2,12.5
2023-04-08,HAY_POINT,VISAKHAPATNAM,Capesize,14.0,12.5
2023-04-08,GLADSTONE,PARADIP,Panamax,15.3,12.5
2023-04-08,HAY_POINT,DHAMRA,Capesize,15.4,12.5
2023-04-08,BALIKPAPAN,KAMARAJAR,Supramax,7.4,12.5
2023-04-08,TANJUNG_BARA,DHAMRA,Supramax,7.7,12.5
2023-04-09,HAY_POINT,PARADIP,Capesize,14.5,12.5
2023-04-09,HAY_POINT,VISAKHAPATNAM,Capesize,14.9,12.5
2023-04-09,TANJUNG_BARA,DHAMRA,Supramax,7.7,12.5
2023-04-09,TANJUNG_BARA,PARADIP,Supramax,7.8,12.5
2023-04-09,HAY_POINT,DHAMRA,Capesize,15.9,12.5
2023-04-09,NEWCASTLE,DHAMRA,Panamax,16.3,12.5
2023-04-09,GLADSTONE,PARADIP,Panamax,14.7,12.5
2023-04-09,RICHARDS_BAY,PARADIP,Capesize,14.8,12.5
2023-04-09,MAPUTO,VISAKHAPATNAM,Panamax,15.5,12.5
2023-04-09,BALIKPAPAN,KAMARAJAR,Supramax,8.2,12.5
2023-04-10,GLADSTONE,PARADIP,Panamax,15.7,12.5
2023-04-10,HAY_POINT,VISAKHAPATNAM,Capesize,13.6,12.5
2023-04-10,TANJUNG_BARA,DHAMRA,Supramax,8.1,12.5
2023-04-10,BALIKPAPAN,KAMARAJAR,Supramax,6.6,12.5
2023-04-10,HAY_POINT,PARADIP,Capesize,13.9,12.5
2023-04-10,MAPUTO,VISAKHAPATNAM,Panamax,14.2,12.5
2023-04-10,RICHARDS_BAY,PARADIP,Capesize,13.8,12.5
2023-04-10,HAY_POINT,DHAMRA,Capesize,13.5,12.5
2023-04-10,NEWCASTLE,DHAMRA,Panamax,15.3,12.5
2023-04-10,TANJUNG_BARA,PARADIP,Supramax,8.5,12.5
2023-04-11,TANJUNG_BARA,PARADIP,Supramax,8.0,12.5
2023-04-11,HAY_POINT,DHAMRA,Capesize,15.3,12.5
2023-04-11,BALIKPAPAN,KAMARAJAR,Supramax,7.2,12.5
2023-04-11,MAPUTO,VISAKHAPATNAM,Panamax,14.1,12.5
2023-04-11,GLADSTONE,PARADIP,Panamax,15.0,12.5
2023-04-11,HAY_POINT,PARADIP,Capesize,14.7,12.5
2023-04-11,NEWCASTLE,DHAMRA,Panamax,17.3,12.5
2023-04-11,RICHARDS_BAY,PARADIP,Capesize,14.4,12.5
2023-04-11,HAY_POINT,VISAKHAPATNAM,Capesize,15.4,12.5
2023-04-11,TANJUNG_BARA,DHAMRA,Supramax,8.2,12.5
2023-04-12,GLADSTONE,PARADIP,Panamax,15.8,12.5
2023-04-12,RICHARDS_BAY,PARADIP,Capesize,15.0,12.5
2023-04-12,BALIKPAPAN,KAMARAJAR,Supramax,7.8,12.5
2023-04-12,HAY_POINT,DHAMRA,Capesize,14.2,12.5
2023-04-12,HAY_POINT,VISAKHAPATNAM,Capesize,14.1,12.5
2023-04-12,MAPUTO,VISAKHAPATNAM,Panamax,14.5,12.5
2023-04-12,HAY_POINT,PARADIP,Capesize,14.2,12.5
2023-04-12,TANJUNG_BARA,PARADIP,Supramax,8.0,12.5
2023-04-12,NEWCASTLE,DHAMRA,Panamax,15.4,12.5
2023-04-12,TANJUNG_BARA,DHAMRA,Supramax,8.9,12.5
2023-04-13,RICHARDS_BAY,PARADIP,Capesize,15.3,12.5
2023-04-13,HAY_POINT,DHAMRA,Capesize,14.6,12.5
2023-04-13,GLADSTONE,PARADIP,Panamax,16.1,12.5
2023-04-13,HAY_POINT,VISAKHAPATNAM,Capesize,14.0,12.5
2023-04-13,HAY_POINT,PARADIP,Capesize,14.2,12.5
2023-04-13,TANJUNG_BARA,DHAMRA,Supramax,7.0,12.5
2023-04-13,NEWCASTLE,DHAMRA,Panamax,16.2,12.5
2023-04-13,TANJUNG_BARA,PARADIP,Supramax,8.0,12.5
2023-04-13,MAPUTO,VISAKHAPATNAM,Panamax,15.4,12.5
2023-04-13,BALIKPAPAN,KAMARAJAR,Supramax,6.4,12.5
2023-04-14,HAY_POINT,PARADIP,Capesize,14.0,12.5
2023-04-14,MAPUTO,VISAKHAPATNAM,Panamax,15.4,12.5
2023-04-14,GLADSTONE,PARADIP,Panamax,15.8,12.5
2023-04-14,BALIKPAPAN,KAMARAJAR,Supramax,7.0,12.5
2023-04-14,NEWCASTLE,DHAMRA,Panamax,16.3,12.5
2023-04-14,TANJUNG_BARA,DHAMRA,Supramax,7.7,12.5
2023-04-14,HAY_POINT,VISAKHAPATNAM,Capesize,14.7,12.5
2023-04-14,HAY_POINT,DHAMRA,Capesize,14.6,12.5
2023-04-14,TANJUNG_BARA,PARADIP,Supramax,8.1,12.5
2023-04-14,RICHARDS_BAY,PARADIP,Capesize,15.9,12.5
2023-04-15,BALIKPAPAN,KAMARAJAR,Supramax,8.4,12.5
2023-04-15,HAY_POINT,DHAMRA,Capesize,13.6,12.5
2023-04-15,MAPUTO,VISAKHAPATNAM,Panamax,14.4,12.5
2023-04-15,TANJUNG_BARA,DHAMRA,Supramax,8.1,12.5
2023-04-15,NEWCASTLE,DHAMRA,Panamax,16.3,12.5
2023-04-15,RICHARDS_BAY,PARADIP,Capesize,15.3,12.5
2023-04-15,HAY_POINT,PARADIP,Capesize,15.1,12.5
2023-04-15,TANJUNG_BARA,PARADIP,Supramax,8.6,12.5
2023-04-15,HAY_POINT,VISAKHAPATNAM,Capesize,14.6,12.5
2023-04-15,GLADSTONE,PARADIP,Panamax,14.9,12.5
2023-04-16,TANJUNG_BARA,PARADIP,Supramax,8.0,12.5
2023-04-16,NEWCASTLE,DHAMRA,Panamax,15.1,12.5
2023-04-16,MAPUTO,VISAKHAPATNAM,Panamax,14.4,12.5
2023-04-16,BALIKPAPAN,KAMARAJAR,Supramax,7.9,12.5
2023-04-16,HAY_POINT,DHAMRA,Capesize,14.9,12.5
2023-04-16,TANJUNG_BARA,DHAMRA,Supramax,6.2,12.5
2023-04-16,RICHARDS_BAY,PARADIP,Capesize,14.5,12.5
2023-04-16,HAY_POINT,VISAKHAPATNAM,Capesize,14.1,12.5
2023-04-16,HAY_POINT,PARADIP,Capesize,14.5,12.5
2023-04-16,GLADSTONE,PARADIP,Panamax,15.0,12.5
2023-04-17,GLADSTONE,PARADIP,Panamax,15.5,12.5
2023-04-17,RICHARDS_BAY,PARADIP,Capesize,14.5,12.5
2023-04-17,TANJUNG_BARA,PARADIP,Supramax,7.2,12.5
2023-04-17,TANJUNG_BARA,DHAMRA,Supramax,7.3,12.5
2023-04-17,HAY_POINT,PARADIP,Capesize,14.6,12.5
2023-04-17,NEWCASTLE,DHAMRA,Panamax,14.7,12.5
2023-04-17,MAPUTO,VISAKHAPATNAM,Panamax,14.3,12.5
2023-04-17,HAY_POINT,DHAMRA,Capesize,14.4,12.5
2023-04-17,HAY_POINT,VISAKHAPATNAM,Capesize,13.1,12.5
2023-04-17,BALIKPAPAN,KAMARAJAR,Supramax,5.7,12.5
2023-04-18,HAY_POINT,PARADIP,Capesize,14.6,12.5
2023-04-18,GLADSTONE,PARADIP,Panamax,15.3,12.5
2023-04-18,NEWCASTLE,DHAMRA,Panamax,15.6,12.5
2023-04-18,MAPUTO,VISAKHAPATNAM,Panamax,13.9,12.5
2023-04-18,TANJUNG_BARA,PARADIP,Supramax,7.3,12.5
2023-04-18,HAY_POINT,DHAMRA,Capesize,14.1,12.5
2023-04-18,TANJUNG_BARA,DHAMRA,Supramax,7.9,12.5
2023-04-18,HAY_POINT,VISAKHAPATNAM,Capesize,13.8,12.5
2023-04-18,BALIKPAPAN,KAMARAJAR,Supramax,7.4,12.5
2023-04-18,RICHARDS_BAY,PARADIP,Capesize,16.4,12.5
2023-04-19,GLADSTONE,PARADIP,Panamax,14.8,12.5
2023-04-19,BALIKPAPAN,KAMARAJAR,Supramax,7.2,12.5
2023-04-19,TANJUNG_BARA,DHAMRA,Supramax,7.1,12.5
2023-04-19,TANJUNG_BARA,PARADIP,Supramax,6.9,12.5
2023-04-19,HAY_POINT,DHAMRA,Capesize,14.8,12.5
2023-04-19,HAY_POINT,PARADIP,Capesize,13.0,12.5
2023-04-19,HAY_POINT,VISAKHAPATNAM,Capesize,13.5,12.5
2023-04-19,MAPUTO,VISAKHAPATNAM,Panamax,14.7,12.5
2023-04-19,NEWCASTLE,DHAMRA,Panamax,15.1,12.5
2023-04-19,RICHARDS_BAY,PARADIP,Capesize,15.4,12.5
2023-04-20,HAY_POINT,DHAMRA,Capesize,14.9,12.5
2023-04-20,BALIKPAPAN,KAMARAJAR,Supramax,7.1,12.5
2023-04-20,HAY_POINT,PARADIP,Capesize,14.9,12.5
2023-04-20,NEWCASTLE,DHAMRA,Panamax,15.7,12.5
2023-04-20,RICHARDS_BAY,PARADIP,Capesize,14.4,12.5
2023-04-20,HAY_POINT,VISAKHAPATNAM,Capesize,13.3,12.5
2023-04-20,TANJUNG_BARA,PARADIP,Supramax,8.2,12.5
2023-04-20,TANJUNG_BARA,DHAMRA,Supramax,8.2,12.5
2023-04-20,GLADSTONE,PARADIP,Panamax,16.0,12.5
2023-04-20,MAPUTO,VISAKHAPATNAM,Panamax,15.1,12.5
2023-04-21,TANJUNG_BARA,PARADIP,Supramax,8.7,12.5
2023-04-21,TANJUNG_BARA,DHAMRA,Supramax,8.6,12.5
2023-04-21,HAY_POINT,VISAKHAPATNAM,Capesize,13.9,12.5
2023-04-21,HAY_POINT,DHAMRA,Capesize,14.2,12.5
2023-04-21,NEWCASTLE,DHAMRA,Panamax,16.5,12.5
2023-04-21,RICHARDS_BAY,PARADIP,Capesize,14.3,12.5
2023-04-21,MAPUTO,VISAKHAPATNAM,Panamax,15.6,12.5
2023-04-21,HAY_POINT,PARADIP,Capesize,14.5,12.5
2023-04-21,GLADSTONE,PARADIP,Panamax,16.2,12.5
2023-04-21,BALIKPAPAN,KAMARAJAR,Supramax,8.2,12.5
2023-04-22,BALIKPAPAN,KAMARAJAR,Supramax,6.2,12.5
2023-04-22,GLADSTONE,PARADIP,Panamax,15.7,12.5
2023-04-22,HAY_POINT,VISAKHAPATNAM,Capesize,14.3,12.5
2023-04-22,HAY_POINT,PARADIP,Capesize,13.3,12.5
2023-04-22,NEWCASTLE,DHAMRA,Panamax,15.6,12.5
2023-04-22,MAPUTO,VISAKHAPATNAM,Panamax,15.2,12.5
2023-04-22,TANJUNG_BARA,DHAMRA,Supramax,7.8,12.5
2023-04-22,TANJUNG_BARA,PARADIP,Supramax,6.4,12.5
2023-04-22,RICHARDS_BAY,PARADIP,Capesize,15.9,12.5
2023-04-22,HAY_POINT,DHAMRA,Capesize,15.2,12.5
2023-04-23,HAY_POINT,VISAKHAPATNAM,Capesize,14.3,12.5
2023-04-23,TANJUNG_BARA,PARADIP,Supramax,7.9,12.5
2023-04-23,NEWCASTLE,DHAMRA,Panamax,16.1,12.5
2023-04-23,RICHARDS_BAY,PARADIP,Capesize,16.3,12.5
2023-04-23,HAY_POINT,DHAMRA,Capesize,14.6,12.5
2023-04-23,HAY_POINT,PARADIP,Capesize,14.3,12.5
2023-04-23,BALIKPAPAN,KAMARAJAR,Supramax,7.6,12.5
2023-04-23,GLADSTONE,PARADIP,Panamax,16.0,12.5
2023-04-23,MAPUTO,VISAKHAPATNAM,Panamax,14.2,12.5
2023-04-23,TANJUNG_BARA,DHAMRA,Supramax,8.1,12.5
2023-04-24,RICHARDS_BAY,PARADIP,Capesize,15.0,12.5
2023-04-24,HAY_POINT,PARADIP,Capesize,14.5,12.5
2023-04-24,TANJUNG_BARA,DHAMRA,Supramax,7.8,12.5
