forecast_date,origin_port,destination_port,cargo_type,bunker_vlsfo_usd_ton,coal_type,import_volume_tons
2023-02-28,HAY_POINT,PARADIP,Coking Coal,598.3,Coking Coal,70000.0
2023-02-28,NEWCASTLE,DHAMRA,Thermal Coal,598.3,Thermal Coal,70000.0
2023-02-28,HAY_POINT,VISAKHAPATNAM,Coking Coal,598.3,Coking Coal,70000.0
2023-02-28,BALIKPAPAN,KAMARAJAR,Thermal Coal,598.3,Thermal Coal,70000.0
2023-02-28,HAY_POINT,DHAMRA,Coking Coal,598.3,Coking Coal,70000.0
2023-02-28,RICHARDS_BAY,PARADIP,Thermal Coal,598.3,Thermal Coal,70000.0
2023-02-28,TANJUNG_BARA,PARADIP,Thermal Coal,598.3,Thermal Coal,70000.0
2023-02-28,GLADSTONE,PARADIP,Coking Coal,598.3,Coking Coal,70000.0
2023-02-28,TANJUNG_BARA,DHAMRA,Thermal Coal,598.3,Thermal Coal,70000.0
2023-03-01,MAPUTO,VISAKHAPATNAM,Coking Coal,597.2,Coking Coal,70000.0
2023-03-01,RICHARDS_BAY,PARADIP,Thermal Coal,597.2,Thermal Coal,70000.0
2023-03-01,BALIKPAPAN,KAMARAJAR,Thermal Coal,597.2,Thermal Coal,70000.0
2023-03-01,HAY_POINT,VISAKHAPATNAM,Coking Coal,597.2,Coking Coal,70000.0
2023-03-01,TANJUNG_BARA,PARADIP,Thermal Coal,597.2,Thermal Coal,70000.0
2023-03-01,TANJUNG_BARA,DHAMRA,Thermal Coal,597.2,Thermal Coal,70000.0
2023-03-01,GLADSTONE,PARADIP,Coking Coal,597.2,Coking Coal,70000.0
2023-03-01,HAY_POINT,PARADIP,Coking Coal,597.2,Coking Coal,70000.0
2023-03-01,NEWCASTLE,DHAMRA,Thermal Coal,597.2,Thermal Coal,70000.0
2023-03-01,HAY_POINT,DHAMRA,Coking Coal,597.2,Coking Coal,70000.0
2023-03-02,GLADSTONE,PARADIP,Coking Coal,593.8,Coking Coal,70000.0
2023-03-02,TANJUNG_BARA,PARADIP,Thermal Coal,593.8,Thermal Coal,70000.0
2023-03-02,HAY_POINT,PARADIP,Coking Coal,593.8,Coking Coal,70000.0
2023-03-02,RICHARDS_BAY,PARADIP,Thermal Coal,593.8,Thermal Coal,70000.0
2023-03-02,HAY_POINT,DHAMRA,Coking Coal,593.8,Coking Coal,70000.0
2023-03-02,MAPUTO,VISAKHAPATNAM,Coking Coal,593.8,Coking Coal,70000.0
2023-03-02,TANJUNG_BARA,DHAMRA,Thermal Coal,593.8,Thermal Coal,70000.0
2023-03-02,BALIKPAPAN,KAMARAJAR,Thermal Coal,593.8,Thermal Coal,70000.0
2023-03-02,NEWCASTLE,DHAMRA,Thermal Coal,593.8,Thermal Coal,70000.0
2023-03-02,HAY_POINT,VISAKHAPATNAM,Coking Coal,593.8,Coking Coal,70000.0
2023-03-03,BALIKPAPAN,KAMARAJAR,Thermal Coal,592.9,Thermal Coal,70000.0
2023-03-03,HAY_POINT,PARADIP,Coking Coal,592.9,Coking Coal,70000.0
2023-03-03,HAY_POINT,DHAMRA,Coking Coal,592.9,Coking Coal,70000.0
2023-03-03,TANJUNG_BARA,DHAMRA,Thermal Coal,592.9,Thermal Coal,70000.0
2023-03-03,NEWCASTLE,DHAMRA,Thermal Coal,592.9,Thermal Coal,70000.0
2023-03-03,RICHARDS_BAY,PARADIP,Thermal Coal,592.9,Thermal Coal,70000.0
2023-03-03,HAY_POINT,VISAKHAPATNAM,Coking Coal,592.9,Coking Coal,70000.0
2023-03-03,TANJUNG_BARA,PARADIP,Thermal Coal,592.9,Thermal Coal,70000.0
2023-03-03,GLADSTONE,PARADIP,Coking Coal,592.9,Coking Coal,70000.0
2023-03-03,MAPUTO,VISAKHAPATNAM,Coking Coal,592.9,Coking Coal,70000.0
2023-03-04,NEWCASTLE,DHAMRA,Thermal Coal,592.6,Thermal Coal,70000.0
2023-03-04,HAY_POINT,DHAMRA,Coking Coal,592.6,Coking Coal,70000.0
2023-03-04,RICHARDS_BAY,PARADIP,Thermal Coal,592.6,Thermal Coal,70000.0
2023-03-04,TANJUNG_BARA,PARADIP,Thermal Coal,592.6,Thermal Coal,70000.0
2023-03-04,HAY_POINT,PARADIP,Coking Coal,592.6,Coking Coal,70000.0
2023-03-04,MAPUTO,VISAKHAPATNAM,Coking Coal,592.6,Coking Coal,70000.0
2023-03-04,HAY_POINT,VISAKHAPATNAM,Coking Coal,592.6,Coking Coal,70000.0
2023-03-04,GLADSTONE,PARADIP,Coking Coal,592.6,Coking Coal,70000.0
2023-03-04,BALIKPAPAN,KAMARAJAR,Thermal Coal,592.6,Thermal Coal,70000.0
2023-03-04,TANJUNG_BARA,DHAMRA,Thermal Coal,592.6,Thermal Coal,70000.0
2023-03-05,TANJUNG_BARA,PARADIP,Thermal Coal,590.8,Thermal Coal,70000.0
2023-03-05,TANJUNG_BARA,DHAMRA,Thermal Coal,590.8,Thermal Coal,70000.0
2023-03-05,BALIKPAPAN,KAMARAJAR,Thermal Coal,590.8,Thermal Coal,70000.0
2023-03-05,HAY_POINT,PARADIP,Coking Coal,590.8,Coking Coal,70000.0
2023-03-05,HAY_POINT,DHAMRA,Coking Coal,590.8,Coking Coal,70000.0
2023-03-05,MAPUTO,VISAKHAPATNAM,Coking Coal,590.8,Coking Coal,70000.0
2023-03-05,NEWCASTLE,DHAMRA,Thermal Coal,590.8,Thermal Coal,70000.0
2023-03-05,HAY_POINT,VISAKHAPATNAM,Coking Coal,590.8,Coking Coal,70000.0
2023-03-05,GLADSTONE,PARADIP,Coking Coal,590.8,Coking Coal,70000.0
2023-03-05,RICHARDS_BAY,PARADIP,Thermal Coal,590.8,Thermal Coal,70000.0
2023-03-06,TANJUNG_BARA,PARADIP,Thermal Coal,585.9,Thermal Coal,70000.0
2023-03-06,HAY_POINT,DHAMRA,Coking Coal,585.9,Coking Coal,70000.0
2023-03-06,NEWCASTLE,DHAMRA,Thermal Coal,585.9,Thermal Coal,70000.0
2023-03-06,HAY_POINT,VISAKHAPATNAM,Coking Coal,585.9,Coking Coal,70000.0
2023-03-06,HAY_POINT,PARADIP,Coking Coal,585.9,Coking Coal,70000.0
2023-03-06,TANJUNG_BARA,DHAMRA,Thermal Coal,585.9,Thermal Coal,70000.0
2023-03-06,GLADSTONE,PARADIP,Coking Coal,585.9,Coking Coal,70000.0
2023-03-06,MAPUTO,VISAKHAPATNAM,Coking Coal,585.9,Coking Coal,70000.0
2023-03-06,BALIKPAPAN,KAMARAJAR,Thermal Coal,585.9,Thermal Coal,70000.0
2023-03-06,RICHARDS_BAY,PARADIP,Thermal Coal,585.9,Thermal Coal,70000.0
2023-03-07,HAY_POINT,VISAKHAPATNAM,Coking Coal,582.3,Coking Coal,70000.0
2023-03-07,BALIKPAPAN,KAMARAJAR,Thermal Coal,582.3,Thermal Coal,70000.0
2023-03-07,MAPUTO,VISAKHAPATNAM,Coking Coal,582.3,Coking Coal,70000.0
2023-03-07,RICHARDS_BAY,PARADIP,Thermal Coal,582.3,Thermal Coal,70000.0
2023-03-07,GLADSTONE,PARADIP,Coking Coal,582.3,Coking Coal,70000.0
2023-03-07,HAY_POINT,DHAMRA,Coking Coal,582.3,Coking Coal,70000.0
2023-03-07,NEWCASTLE,DHAMRA,Thermal Coal,582.3,Thermal Coal,70000.0
2023-03-07,TANJUNG_BARA,PARADIP,Thermal Coal,582.3,Thermal Coal,70000.0
2023-03-07,TANJUNG_BARA,DHAMRA,Thermal Coal,582.3,Thermal Coal,70000.0
2023-03-07,HAY_POINT,PARADIP,Coking Coal,582.3,Coking Coal,70000.0
2023-03-08,RICHARDS_BAY,PARADIP,Thermal Coal,577.8,Thermal Coal,70000.0
2023-03-08,GLADSTONE,PARADIP,Coking Coal,577.8,Coking Coal,70000.0
2023-03-08,TANJUNG_BARA,PARADIP,Thermal Coal,577.8,Thermal Coal,70000.0
2023-03-08,MAPUTO,VISAKHAPATNAM,Coking Coal,577.8,Coking Coal,70000.0
2023-03-08,HAY_POINT,PARADIP,Coking Coal,577.8,Coking Coal,70000.0
2023-03-08,BALIKPAPAN,KAMARAJAR,Thermal Coal,577.8,Thermal Coal,70000.0
2023-03-08,HAY_POINT,VISAKHAPATNAM,Coking Coal,577.8,Coking Coal,70000.0
2023-03-08,NEWCASTLE,DHAMRA,Thermal Coal,577.8,Thermal Coal,70000.0
2023-03-08,HAY_POINT,DHAMRA,Coking Coal,577.8,Coking Coal,70000.0
2023-03-08,TANJUNG_BARA,DHAMRA,Thermal Coal,577.8,Thermal Coal,70000.0
2023-03-09,BALIKPAPAN,KAMARAJAR,Thermal Coal,582.1,Thermal Coal,70000.0
2023-03-09,HAY_POINT,DHAMRA,Coking Coal,582.1,Coking Coal,70000.0
2023-03-09,RICHARDS_BAY,PARADIP,Thermal Coal,582.1,Thermal Coal,70000.0
2023-03-09,GLADSTONE,PARADIP,Coking Coal,582.1,Coking Coal,70000.0
2023-03-09,NEWCASTLE,DHAMRA,Thermal Coal,582.1,Thermal Coal,70000.0
2023-03-09,TANJUNG_BARA,DHAMRA,Thermal Coal,582.1,Thermal Coal,70000.0
2023-03-09,HAY_POINT,PARADIP,Coking Coal,582.1,Coking Coal,70000.0
2023-03-09,MAPUTO,VISAKHAPATNAM,Coking Coal,582.1,Coking Coal,70000.0
2023-03-09,TANJUNG_BARA,PARADIP,Thermal Coal,582.1,Thermal Coal,70000.0
2023-03-09,HAY_POINT,VISAKHAPATNAM,Coking Coal,582.1,Coking Coal,70000.0
2023-03-10,HAY_POINT,PARADIP,Coking Coal,578.3,Coking Coal,70000.0
2023-03-10,RICHARDS_BAY,PARADIP,Thermal Coal,578.3,Thermal Coal,70000.0
2023-03-10,NEWCASTLE,DHAMRA,Thermal Coal,578.3,Thermal Coal,70000.0
2023-03-10,TANJUNG_BARA,DHAMRA,Thermal Coal,578.3,Thermal Coal,70000.0
2023-03-10,BALIKPAPAN,KAMARAJAR,Thermal Coal,578.3,Thermal Coal,70000.0
2023-03-10,MAPUTO,VISAKHAPATNAM,Coking Coal,578.3,Coking Coal,70000.0
2023-03-10,HAY_POINT,DHAMRA,Coking Coal,578.3,Coking Coal,70000.0
2023-03-10,GLADSTONE,PARADIP,Coking Coal,578.3,Coking Coal,70000.0
2023-03-10,HAY_POINT,VISAKHAPATNAM,Coking Coal,578.3,Coking Coal,70000.0
2023-03-10,TANJUNG_BARA,PARADIP,Thermal Coal,578.3,Thermal Coal,70000.0
2023-03-11,RICHARDS_BAY,PARADIP,Thermal Coal,580.4,Thermal Coal,70000.0
2023-03-11,GLADSTONE,PARADIP,Coking Coal,580.4,Coking Coal,70000.0
2023-03-11,HAY_POINT,VISAKHAPATNAM,Coking Coal,580.4,Coking Coal,70000.0
2023-03-11,NEWCASTLE,DHAMRA,Thermal Coal,580.4,Thermal Coal,70000.0
2023-03-11,HAY_POINT,PARADIP,Coking Coal,580.4,Coking Coal,70000.0
2023-03-11,BALIKPAPAN,KAMARAJAR,Thermal Coal,580.4,Thermal Coal,70000.0
2023-03-11,TANJUNG_BARA,DHAMRA,Thermal Coal,580.4,Thermal Coal,70000.0
2023-03-11,TANJUNG_BARA,PARADIP,Thermal Coal,580.4,Thermal Coal,70000.0
2023-03-11,HAY_POINT,DHAMRA,Coking Coal,580.4,Coking Coal,70000.0
2023-03-11,MAPUTO,VISAKHAPATNAM,Coking Coal,580.4,Coking Coal,70000.0
2023-03-12,HAY_POINT,PARADIP,Coking Coal,584.9,Coking Coal,70000.0
2023-03-12,NEWCASTLE,DHAMRA,Thermal Coal,584.9,Thermal Coal,70000.0
2023-03-12,RICHARDS_BAY,PARADIP,Thermal Coal,584.9,Thermal Coal,70000.0
2023-03-12,GLADSTONE,PARADIP,Coking Coal,584.9,Coking Coal,70000.0
2023-03-12,HAY_POINT,VISAKHAPATNAM,Coking Coal,584.9,Coking Coal,70000.0
2023-03-12,TANJUNG_BARA,DHAMRA,Thermal Coal,584.9,Thermal Coal,70000.0
2023-03-12,MAPUTO,VISAKHAPATNAM,Coking Coal,584.9,Coking Coal,70000.0
2023-03-12,TANJUNG_BARA,PARADIP,Thermal Coal,584.9,Thermal Coal,70000.0
2023-03-12,BALIKPAPAN,KAMARAJAR,Thermal Coal,584.9,Thermal Coal,70000.0
2023-03-12,HAY_POINT,DHAMRA,Coking Coal,584.9,Coking Coal,70000.0
2023-03-13,TANJUNG_BARA,PARADIP,Thermal Coal,583.7,Thermal Coal,70000.0
2023-03-13,HAY_POINT,VISAKHAPATNAM,Coking Coal,583.7,Coking Coal,70000.0
2023-03-13,RICHARDS_BAY,PARADIP,Thermal Coal,583.7,Thermal Coal,70000.0
2023-03-13,MAPUTO,VISAKHAPATNAM,Coking Coal,583.7,Coking Coal,70000.0
2023-03-13,HAY_POINT,PARADIP,Coking Coal,583.7,Coking Coal,70000.0
2023-03-13,HAY_POINT,DHAMRA,Coking Coal,583.7,Coking Coal,70000.0
2023-03-13,NEWCASTLE,DHAMRA,Thermal Coal,583.7,Thermal Coal,70000.0
2023-03-13,BALIKPAPAN,KAMARAJAR,Thermal Coal,583.7,Thermal Coal,70000.0
2023-03-13,GLADSTONE,PARADIP,Coking Coal,583.7,Coking Coal,70000.0
2023-03-13,TANJUNG_BARA,DHAMRA,Thermal Coal,583.7,Thermal Coal,70000.0
2023-03-14,HAY_POINT,PARADIP,Coking Coal,582.7,Coking Coal,70000.0
2023-03-14,NEWCASTLE,DHAMRA,Thermal Coal,582.7,Thermal Coal,70000.0
2023-03-14,HAY_POINT,DHAMRA,Coking Coal,582.7,Coking Coal,70000.0
2023-03-14,MAPUTO,VISAKHAPATNAM,Coking Coal,582.7,Coking Coal,70000.0
2023-03-14,TANJUNG_BARA,PARADIP,Thermal Coal,582.7,Thermal Coal,70000.0
2023-03-14,HAY_POINT,VISAKHAPATNAM,Coking Coal,582.7,Coking Coal,70000.0
2023-03-14,RICHARDS_BAY,PARADIP,Thermal Coal,582.7,Thermal Coal,70000.0
2023-03-14,TANJUNG_BARA,DHAMRA,Thermal Coal,582.7,Thermal Coal,70000.0
2023-03-14,BALIKPAPAN,KAMARAJAR,Thermal Coal,582.7,Thermal Coal,70000.0
2023-03-14,GLADSTONE,PARADIP,Coking Coal,582.7,Coking Coal,70000.0
2023-03-15,HAY_POINT,DHAMRA,Coking Coal,592.0,Coking Coal,70000.0
2023-03-15,HAY_POINT,PARADIP,Coking Coal,592.0,Coking Coal,70000.0
2023-03-15,RICHARDS_BAY,PARADIP,Thermal Coal,592.0,Thermal Coal,70000.0
2023-03-15,NEWCASTLE,DHAMRA,Thermal Coal,592.0,Thermal Coal,70000.0
2023-03-15,TANJUNG_BARA,PARADIP,Thermal Coal,592.0,Thermal Coal,70000.0
2023-03-15,MAPUTO,VISAKHAPATNAM,Coking Coal,592.0,Coking Coal,70000.0
2023-03-15,BALIKPAPAN,KAMARAJAR,Thermal Coal,592.0,Thermal Coal,70000.0
2023-03-15,HAY_POINT,VISAKHAPATNAM,Coking Coal,592.0,Coking Coal,70000.0
2023-03-15,GLADSTONE,PARADIP,Coking Coal,592.0,Coking Coal,70000.0
2023-03-15,TANJUNG_BARA,DHAMRA,Thermal Coal,592.0,Thermal Coal,70000.0
2023-03-16,GLADSTONE,PARADIP,Coking Coal,585.5,Coking Coal,70000.0
2023-03-16,HAY_POINT,VISAKHAPATNAM,Coking Coal,585.5,Coking Coal,70000.0
2023-03-16,NEWCASTLE,DHAMRA,Thermal Coal,585.5,Thermal Coal,70000.0
2023-03-16,TANJUNG_BARA,DHAMRA,Thermal Coal,585.5,Thermal Coal,70000.0
2023-03-16,TANJUNG_BARA,PARADIP,Thermal Coal,585.5,Thermal Coal,70000.0
2023-03-16,HAY_POINT,PARADIP,Coking Coal,585.5,Coking Coal,70000.0
2023-03-16,HAY_POINT,DHAMRA,Coking Coal,585.5,Coking Coal,70000.0
2023-03-16,RICHARDS_BAY,PARADIP,Thermal Coal,585.5,Thermal Coal,70000.0
2023-03-16,BALIKPAPAN,KAMARAJAR,Thermal Coal,585.5,Thermal Coal,70000.0
2023-03-16,MAPUTO,VISAKHAPATNAM,Coking Coal,585.5,Coking Coal,70000.0
2023-03-17,HAY_POINT,PARADIP,Coking Coal,585.8,Coking Coal,70000.0
2023-03-17,GLADSTONE,PARADIP,Coking Coal,585.8,Coking Coal,70000.0
2023-03-17,NEWCASTLE,DHAMRA,Thermal Coal,585.8,Thermal Coal,70000.0
2023-03-17,HAY_POINT,DHAMRA,Coking Coal,585.8,Coking Coal,70000.0
2023-03-17,RICHARDS_BAY,PARADIP,Thermal Coal,585.8,Thermal Coal,70000.0
2023-03-17,TANJUNG_BARA,DHAMRA,Thermal Coal,585.8,Thermal Coal,70000.0
2023-03-17,TANJUNG_BARA,PARADIP,Thermal Coal,585.8,Thermal Coal,70000.0
2023-03-17,HAY_POINT,VISAKHAPATNAM,Coking Coal,585.8,Coking Coal,70000.0
2023-03-17,BALIKPAPAN,KAMARAJAR,Thermal Coal,585.8,Thermal Coal,70000.0
2023-03-17,MAPUTO,VISAKHAPATNAM,Coking Coal,585.8,Coking Coal,70000.0
2023-03-18,NEWCASTLE,DHAMRA,Thermal Coal,588.5,Thermal Coal,70000.0
2023-03-18,TANJUNG_BARA,DHAMRA,Thermal Coal,588.5,Thermal Coal,70000.0
2023-03-18,TANJUNG_BARA,PARADIP,Thermal Coal,588.5,Thermal Coal,70000.0
2023-03-18,HAY_POINT,PARADIP,Coking Coal,588.5,Coking Coal,70000.0
2023-03-18,HAY_POINT,VISAKHAPATNAM,Coking Coal,588.5,Coking Coal,70000.0
2023-03-18,HAY_POINT,DHAMRA,Coking Coal,588.5,Coking Coal,70000.0
2023-03-18,BALIKPAPAN,KAMARAJAR,Thermal Coal,588.5,Thermal Coal,70000.0
2023-03-18,MAPUTO,VISAKHAPATNAM,Coking Coal,588.5,Coking Coal,70000.0
2023-03-18,RICHARDS_BAY,PARADIP,Thermal Coal,588.5,Thermal Coal,70000.0
2023-03-18,GLADSTONE,PARADIP,Coking Coal,588.5,Coking Coal,70000.0
2023-03-19,BALIKPAPAN,KAMARAJAR,Thermal Coal,588.7,Thermal Coal,70000.0
2023-03-19,TANJUNG_BARA,DHAMRA,Thermal Coal,588.7,Thermal Coal,70000.0
2023-03-19,HAY_POINT,PARADIP,Coking Coal,588.7,Coking Coal,70000.0
2023-03-19,TANJUNG_BARA,PARADIP,Thermal Coal,588.7,Thermal Coal,70000.0
2023-03-19,RICHARDS_BAY,PARADIP,Thermal Coal,588.7,Thermal Coal,70000.0
2023-03-19,MAPUTO,VISAKHAPATNAM,Coking Coal,588.7,Coking Coal,70000.0
2023-03-19,HAY_POINT,DHAMRA,Coking Coal,588.7,Coking Coal,70000.0
2023-03-19,GLADSTONE,PARADIP,Coking Coal,588.7,Coking Coal,70000.0
2023-03-19,NEWCASTLE,DHAMRA,Thermal Coal,588.7,Thermal Coal,70000.0
2023-03-19,HAY_POINT,VISAKHAPATNAM,Coking Coal,588.7,Coking Coal,70000.0
2023-03-20,MAPUTO,VISAKHAPATNAM,Coking Coal,591.2,Coking Coal,70000.0
2023-03-20,NEWCASTLE,DHAMRA,Thermal Coal,591.2,Thermal Coal,70000.0
2023-03-20,TANJUNG_BARA,PARADIP,Thermal Coal,591.2,Thermal Coal,70000.0
2023-03-20,TANJUNG_BARA,DHAMRA,Thermal Coal,591.2,Thermal Coal,70000.0
2023-03-20,GLADSTONE,PARADIP,Coking Coal,591.2,Coking Coal,70000.0
2023-03-20,HAY_POINT,PARADIP,Coking Coal,591.2,Coking Coal,70000.0
2023-03-20,BALIKPAPAN,KAMARAJAR,Thermal Coal,591.2,Thermal Coal,70000.0
2023-03-20,RICHARDS_BAY,PARADIP,Thermal Coal,591.2,Thermal Coal,70000.0
2023-03-20,HAY_POINT,DHAMRA,Coking Coal,591.2,Coking Coal,70000.0
2023-03-20,HAY_POINT,VISAKHAPATNAM,Coking Coal,591.2,Coking Coal,70000.0
2023-03-21,NEWCASTLE,DHAMRA,Thermal Coal,588.6,Thermal Coal,70000.0
2023-03-21,GLADSTONE,PARADIP,Coking Coal,588.6,Coking Coal,70000.0
2023-03-21,TANJUNG_BARA,DHAMRA,Thermal Coal,588.6,Thermal Coal,70000.0
2023-03-21,RICHARDS_BAY,PARADIP,Thermal Coal,588.6,Thermal Coal,70000.0
2023-03-21,HAY_POINT,VISAKHAPATNAM,Coking Coal,588.6,Coking Coal,70000.0
2023-03-21,HAY_POINT,PARADIP,Coking Coal,588.6,Coking Coal,70000.0
2023-03-21,TANJUNG_BARA,PARADIP,Thermal Coal,588.6,Thermal Coal,70000.0
2023-03-21,MAPUTO,VISAKHAPATNAM,Coking Coal,588.6,Coking Coal,70000.0
2023-03-21,BALIKPAPAN,KAMARAJAR,Thermal Coal,588.6,Thermal Coal,70000.0
2023-03-21,HAY_POINT,DHAMRA,Coking Coal,588.6,Coking Coal,70000.0
2023-03-22,TANJUNG_BARA,DHAMRA,Thermal Coal,588.1,Thermal Coal,70000.0
2023-03-22,GLADSTONE,PARADIP,Coking Coal,588.1,Coking Coal,70000.0
2023-03-22,HAY_POINT,VISAKHAPATNAM,Coking Coal,588.1,Coking Coal,70000.0
2023-03-22,NEWCASTLE,DHAMRA,Thermal Coal,588.1,Thermal Coal,70000.0
2023-03-22,RICHARDS_BAY,PARADIP,Thermal Coal,588.1,Thermal Coal,70000.0
2023-03-22,HAY_POINT,PARADIP,Coking Coal,588.1,Coking Coal,70000.0
2023-03-22,TANJUNG_BARA,PARADIP,Thermal Coal,588.1,Thermal Coal,70000.0
2023-03-22,BALIKPAPAN,KAMARAJAR,Thermal Coal,588.1,Thermal Coal,70000.0
2023-03-22,MAPUTO,VISAKHAPATNAM,Coking Coal,588.1,Coking Coal,70000.0
2023-03-22,HAY_POINT,DHAMRA,Coking Coal,588.1,Coking Coal,70000.0
2023-03-23,GLADSTONE,PARADIP,Coking Coal,583.3,Coking Coal,70000.0
2023-03-23,RICHARDS_BAY,PARADIP,Thermal Coal,583.3,Thermal Coal,70000.0
2023-03-23,NEWCASTLE,DHAMRA,Thermal Coal,583.3,Thermal Coal,70000.0
2023-03-23,MAPUTO,VISAKHAPATNAM,Coking Coal,583.3,Coking Coal,70000.0
2023-03-23,HAY_POINT,PARADIP,Coking Coal,583.3,Coking Coal,70000.0
2023-03-23,HAY_POINT,DHAMRA,Coking Coal,583.3,Coking Coal,70000.0
2023-03-23,TANJUNG_BARA,PARADIP,Thermal Coal,583.3,Thermal Coal,70000.0
2023-03-23,HAY_POINT,VISAKHAPATNAM,Coking Coal,583.3,Coking Coal,70000.0
2023-03-23,TANJUNG_BARA,DHAMRA,Thermal Coal,583.3,Thermal Coal,70000.0
2023-03-23,BALIKPAPAN,KAMARAJAR,Thermal Coal,583.3,Thermal Coal,70000.0
2023-03-24,HAY_POINT,DHAMRA,Coking Coal,580.7,Coking Coal,70000.0
2023-03-24,MAPUTO,VISAKHAPATNAM,Coking Coal,580.7,Coking Coal,70000.0
2023-03-24,GLADSTONE,PARADIP,Coking Coal,580.7,Coking Coal,70000.0
2023-03-24,RICHARDS_BAY,PARADIP,Thermal Coal,580.7,Thermal Coal,70000.0
2023-03-24,NEWCASTLE,DHAMRA,Thermal Coal,580.7,Thermal Coal,70000.0
2023-03-24,HAY_POINT,PARADIP,Coking Coal,580.7,Coking Coal,70000.0
2023-03-24,TANJUNG_BARA,PARADIP,Thermal Coal,580.7,Thermal Coal,70000.0
2023-03-24,TANJUNG_BARA,DHAMRA,Thermal Coal,580.7,Thermal Coal,70000.0
2023-03-24,BALIKPAPAN,KAMARAJAR,Thermal Coal,580.7,Thermal Coal,70000.0
2023-03-24,HAY_POINT,VISAKHAPATNAM,Coking Coal,580.7,Coking Coal,70000.0
2023-03-25,MAPUTO,VISAKHAPATNAM,Coking Coal,575.7,Coking Coal,70000.0
2023-03-25,NEWCASTLE,DHAMRA,Thermal Coal,575.7,Thermal Coal,70000.0
2023-03-25,BALIKPAPAN,KAMARAJAR,Thermal Coal,575.7,Thermal Coal,70000.0
2023-03-25,TANJUNG_BARA,PARADIP,Thermal Coal,575.7,Thermal Coal,70000.0
2023-03-25,HAY_POINT,DHAMRA,Coking Coal,575.7,Coking Coal,70000.0
2023-03-25,TANJUNG_BARA,DHAMRA,Thermal Coal,575.7,Thermal Coal,70000.0
2023-03-25,RICHARDS_BAY,PARADIP,Thermal Coal,575.7,Thermal Coal,70000.0
2023-03-25,GLADSTONE,PARADIP,Coking Coal,575.7,Coking Coal,70000.0
2023-03-25,HAY_POINT,PARADIP,Coking Coal,575.7,Coking Coal,70000.0
2023-03-25,HAY_POINT,VISAKHAPATNAM,Coking Coal,575.7,Coking Coal,70000.0
2023-03-26,BALIKPAPAN,KAMARAJAR,Thermal Coal,579.8,Thermal Coal,70000.0
2023-03-26,TANJUNG_BARA,PARADIP,Thermal Coal,579.8,Thermal Coal,70000.0
2023-03-26,TANJUNG_BARA,DHAMRA,Thermal Coal,579.8,Thermal Coal,70000.0
2023-03-26,RICHARDS_BAY,PARADIP,Thermal Coal,579.8,Thermal Coal,70000.0
2023-03-26,NEWCASTLE,DHAMRA,Thermal Coal,579.8,Thermal Coal,70000.0
2023-03-26,MAPUTO,VISAKHAPATNAM,Coking Coal,579.8,Coking Coal,70000.0
2023-03-26,HAY_POINT,VISAKHAPATNAM,Coking Coal,579.8,Coking Coal,70000.0
2023-03-26,GLADSTONE,PARADIP,Coking Coal,579.8,Coking Coal,70000.0
2023-03-26,HAY_POINT,PARADIP,Coking Coal,579.8,Coking Coal,70000.0
2023-03-26,HAY_POINT,DHAMRA,Coking Coal,579.8,Coking Coal,70000.0
2023-03-27,HAY_POINT,DHAMRA,Coking Coal,584.9,Coking Coal,70000.0
2023-03-27,GLADSTONE,PARADIP,Coking Coal,584.9,Coking Coal,70000.0
2023-03-27,HAY_POINT,PARADIP,Coking Coal,584.9,Coking Coal,70000.0
2023-03-27,HAY_POINT,VISAKHAPATNAM,Coking Coal,584.9,Coking Coal,70000.0
2023-03-27,BALIKPAPAN,KAMARAJAR,Thermal Coal,584.9,Thermal Coal,70000.0
2023-03-27,TANJUNG_BARA,DHAMRA,Thermal Coal,584.9,Thermal Coal,70000.0
2023-03-27,NEWCASTLE,DHAMRA,Thermal Coal,584.9,Thermal Coal,70000.0
2023-03-27,MAPUTO,VISAKHAPATNAM,Coking Coal,584.9,Coking Coal,70000.0
2023-03-27,RICHARDS_BAY,PARADIP,Thermal Coal,584.9,Thermal Coal,70000.0
2023-03-27,TANJUNG_BARA,PARADIP,Thermal Coal,584.9,Thermal Coal,70000.0
2023-03-28,HAY_POINT,PARADIP,Coking Coal,588.0,Coking Coal,70000.0
2023-03-28,HAY_POINT,DHAMRA,Coking Coal,588.0,Coking Coal,70000.0
2023-03-28,NEWCASTLE,DHAMRA,Thermal Coal,588.0,Thermal Coal,70000.0
2023-03-28,TANJUNG_BARA,DHAMRA,Thermal Coal,588.0,Thermal Coal,70000.0
2023-03-28,MAPUTO,VISAKHAPATNAM,Coking Coal,588.0,Coking Coal,70000.0
2023-03-28,TANJUNG_BARA,PARADIP,Thermal Coal,588.0,Thermal Coal,70000.0
2023-03-28,BALIKPAPAN,KAMARAJAR,Thermal Coal,588.0,Thermal Coal,70000.0
2023-03-28,HAY_POINT,VISAKHAPATNAM,Coking Coal,588.0,Coking Coal,70000.0
2023-03-28,GLADSTONE,PARADIP,Coking Coal,588.0,Coking Coal,70000.0
2023-03-28,RICHARDS_BAY,PARADIP,Thermal Coal,588.0,Thermal Coal,70000.0
2023-03-29,GLADSTONE,PARADIP,Coking Coal,575.0,Coking Coal,70000.0
2023-03-29,TANJUNG_BARA,PARADIP,Thermal Coal,575.0,Thermal Coal,70000.0
